web_scraper_order,web_scraper_start_url,details,prix,adresse,image_lien-src
"1772355935-525","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Pigeons","12 000CFA","location_onMbour, Sénégal","https://images.coinafrique.com/thumb_4009110_uploaded_image1_1671058199.jpg"
"1772355935-526","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Couple Brahma","Prix sur demande","location_onYoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4005445_uploaded_image1_1670854767.jpg"
"1772355935-527","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Pigeon français","25 000CFA","location_onSicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_3999035_uploaded_image1_1670454354.jpg"
"1772355935-528","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Coq mal cochain","65 000CFA","location_onMbour, Sénégal","https://images.coinafrique.com/thumb_3990507_uploaded_image1_1669994795.jpg"
"1772355935-529","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Pigeons","80 000CFA","location_onCambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_3989311_uploaded_image1_1669935034.jpg"
"1772355935-530","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Pigeon Mondain","85 000CFA","location_onMbour, Sénégal","https://images.coinafrique.com/thumb_3986519_uploaded_image1_1669815997.jpg"
"1772355935-531","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Mâle Brahma","20 000CFA","location_onParcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3983729_uploaded_image1_1669650251.jpg"
"1772355935-532","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Poussin bleu holande","30 000CFA","location_onDakar, Sénégal","https://images.coinafrique.com/thumb_3981130_uploaded_image1_1669460038.jpg"
"1772355935-533","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Poussin dinde chair","3 000CFA","location_onDakar, Sénégal","https://images.coinafrique.com/thumb_3981127_uploaded_image1_1669459933.jpg"
"1772355935-534","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Pigeons Pan Indien","30 000CFA","location_onMbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_3958692_uploaded_image1_1668044083.jpg"
"1772355935-535","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Poussins","30 000CFA","location_onTouba, Sénégal","https://images.coinafrique.com/thumb_3956250_uploaded_image1_1667916487.jpg"
"1772355935-536","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Coq choie & bramane","50 000CFA","location_onTambacounda, Sénégal","https://images.coinafrique.com/thumb_3956033_uploaded_image1_1667909977.jpg"
"1772355935-537","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Paire Brahma","80 000CFA","location_onDakar, Sénégal","https://images.coinafrique.com/thumb_3941235_uploaded_image1_1667077382.jpg"
"1772355935-538","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Lapin","25 000CFA","location_onHann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_3937288_uploaded_image1_1666813728.jpg"
"1772355935-539","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Lapin male Fauve","65 000CFA","location_onMbour, Sénégal","https://images.coinafrique.com/thumb_3934536_uploaded_image1_1666646311.jpg"
"1772355935-540","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Pigeons","Prix sur demande","location_onDakar, Sénégal","https://images.coinafrique.com/thumb_3916214_uploaded_image1_1665526226.jpg"
"1772355935-541","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Lapin mâle engoura","20 000CFA","location_onHann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_3911550_uploaded_image1_1665233894.jpg"
"1772355935-542","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Pigeon","10 000CFA","location_onHann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_3911548_uploaded_image1_1665233800.jpg"
"1772355935-543","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Poussins de caille","500CFA","location_onKeur Massar, Sénégal","https://images.coinafrique.com/thumb_3882380_uploaded_image1_1663498641.jpg"
"1772355935-544","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Bleues d’Hollandes","15 000CFA","location_onMbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_3879030_uploaded_image1_1663241521.jpg"
"1772355935-545","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Poussins Bleues Hollandaises","1 500CFA","location_onMbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_3879015_uploaded_image1_1663241115.jpg"
"1772355935-546","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Poulet chair","4 000CFA","location_onGuediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_3869035_uploaded_image1_1662638536.jpg"
"1772355935-547","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Brahmans Herminé et Cochins","Prix sur demande","location_onKeur Massar, Sénégal","https://images.coinafrique.com/thumb_3868279_uploaded_image1_1662589600.jpg"
"1772355935-548","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Poussin pintade","1 500CFA","location_onParcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3859176_uploaded_image1_1662124807.jpg"
"1772355935-549","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Pigeon","3 000CFA","location_onGrand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_3856165_uploaded_image1_1662024131.jpg"
"1772355935-550","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Pigeon voyageur","7 000CFA","location_onGrand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_3856160_uploaded_image1_1662023975.jpg"
"1772355935-551","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Diamant Mandarin Huppé","Prix sur demande","location_onPoint E, Dakar, Sénégal","https://images.coinafrique.com/thumb_3841798_uploaded_image1_1661198573.jpg"
"1772355935-552","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Pigeons voyageurs","2 000CFA","location_onDakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_3829942_uploaded_image1_1660489290.jpg"
"1772355935-553","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Poulets","Prix sur demande","location_onNiaga, Sénégal","https://images.coinafrique.com/thumb_3820532_uploaded_image1_1659963344.jpg"
"1772355935-554","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Poulet de chair","3 000CFA","location_onMariste, Dakar, Sénégal","https://images.coinafrique.com/thumb_3820323_uploaded_image1_1659956851.jpg"
"1772355935-555","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Pigeons portugais espagnols","20 000CFA","location_onDakar, Sénégal","https://images.coinafrique.com/thumb_3818868_uploaded_image1_1659851735.jpg"
"1772355935-556","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Pigeons espagnols","10 000CFA","location_onDakar, Sénégal","https://images.coinafrique.com/thumb_3818867_uploaded_image1_1659851278.jpg"
"1772355935-557","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Poulets","Prix sur demande","location_onNiaga, Sénégal","https://images.coinafrique.com/thumb_3818707_uploaded_image1_1659828045.jpg"
"1772355939-558","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Poulet de chair","3 500CFA","location_onDakar, Sénégal","https://images.coinafrique.com/thumb_4509252_uploaded_image1_1703175319.jpg"
"1772355939-559","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Couple lapereau","40 000CFA","location_onDakar, Sénégal","https://images.coinafrique.com/thumb_4505997_uploaded_image1_1702997024.jpg"
"1772355939-560","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Couple lapin français","40 000CFA","location_onDakar, Sénégal","https://images.coinafrique.com/thumb_4505989_uploaded_image1_1702996795.jpg"
"1772355939-561","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Lapin","Prix sur demande","location_onYoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4490937_uploaded_image1_1702037014.jpg"
"1772355939-562","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Lapin Angora male","8 000CFA","location_onDiamniadio, Sénégal","https://images.coinafrique.com/thumb_4473413_uploaded_image1_1701020741.jpg"
"1772355939-563","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Lapin Angora male","18 000CFA","location_onDiamniadio, Sénégal","https://images.coinafrique.com/thumb_4473399_uploaded_image1_1701019994.jpg"
"1772355939-564","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Pigeon King Blanc","75 000CFA","location_onMbour, Sénégal","https://images.coinafrique.com/thumb_4471585_uploaded_image1_1700864393.jpg"
"1772355939-565","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Pigeon Lahor","40 000CFA","location_onMbour, Sénégal","https://images.coinafrique.com/thumb_4471579_uploaded_image1_1700864120.jpg"
"1772355939-566","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Femelle lapin demi sang + cage","40 000CFA","location_onGuediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_4464349_uploaded_image1_1700417993.jpg"
"1772355939-567","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Lapin","Prix sur demande","location_onKeur Massar, Sénégal","https://images.coinafrique.com/thumb_4453957_uploaded_image1_1699727543.jpg"
"1772355939-568","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Coqs","Prix sur demande","location_onOuakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_4444985_uploaded_image1_1699208691.jpg"
"1772355939-569","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Lapin","Prix sur demande","location_onNiaga, Sénégal","https://images.coinafrique.com/thumb_4435893_uploaded_image1_1698681315.jpg"
"1772355939-570","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Lapins","Prix sur demande","location_onRufisque, Sénégal","https://images.coinafrique.com/thumb_4434579_uploaded_image1_1698581736.jpg"
"1772355939-571","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Lapereau","10 000CFA","location_onNiaga, Sénégal","https://images.coinafrique.com/thumb_4433087_uploaded_image1_1698427048.jpg"
"1772355939-572","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Lapereau","10 000CFA","location_onNiaga, Sénégal","https://images.coinafrique.com/thumb_4425850_uploaded_image1_1697991508.jpg"
"1772355939-573","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Cochons d'Inde","15 000CFA","location_onKeur Massar, Sénégal","https://images.coinafrique.com/thumb_4425812_uploaded_image1_1697988348.jpg"
"1772355939-574","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Pigeons voyageur de compétition","15 000CFA","location_onGrand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4418928_uploaded_image1_1697461664.jpg"
"1772355939-575","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Pigeons","3 000CFA","location_onGrand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4418917_uploaded_image1_1697461219.jpg"
"1772355939-576","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Pigeon voyageur","5 000CFA","location_onGrand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4418908_uploaded_image1_1697461394.jpg"
"1772355939-577","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Pigeon","2 000CFA","location_onGrand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4418898_uploaded_image1_1697460446.jpg"
"1772355939-578","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Lapin","35 000CFA","location_onMbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_4408360_uploaded_image1_1696785290.jpg"
"1772355939-579","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Pigeon voyageur","8 000CFA","location_onRufisque, Sénégal","https://images.coinafrique.com/thumb_4406776_uploaded_image1_1696680924.jpg"
"1772355939-580","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Pigeon voyageur","8 000CFA","location_onRufisque, Sénégal","https://images.coinafrique.com/thumb_4406771_uploaded_image1_1696680728.jpg"
"1772355939-581","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Poussins","26 500CFA","location_onPikine, Sénégal","https://images.coinafrique.com/thumb_4399877_uploaded_image1_1696286458.jpg"
"1772355939-582","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Poule Brahma","25 000CFA","location_onMedina, Dakar, Sénégal","https://images.coinafrique.com/thumb_4389249_uploaded_image1_1695564020.jpg"
"1772355939-583","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Lapins","20 000CFA","location_onNiaga, Sénégal","https://images.coinafrique.com/thumb_4384422_uploaded_image1_1695232906.jpg"
"1772355939-584","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Lapereau","10 000CFA","location_onParcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_4381621_uploaded_image1_1695057585.jpg"
"1772355939-585","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Pigeons Culbutant français","50 000CFA","location_onDakar, Sénégal","https://images.coinafrique.com/thumb_4378163_uploaded_image1_1694787558.jpg"
"1772355939-586","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Poule Brahman herminé","Prix sur demande","location_onKeur Massar, Sénégal","https://images.coinafrique.com/thumb_4369295_uploaded_image1_1694214443.jpg"
"1772355939-587","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Lapin","10 000CFA","location_onParcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_4368816_uploaded_image1_1694188598.jpg"
"1772355939-588","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Pigeons de race","350 000CFA","location_onCambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_4368566_uploaded_image1_1694179237.jpg"
"1772355939-589","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Lapin","Prix sur demande","location_onNiaga, Sénégal","https://images.coinafrique.com/thumb_4359251_uploaded_image1_1693583547.jpg"
"1772355939-590","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Lapin   Papillon","90 000CFA","location_onRufisque, Sénégal","https://images.coinafrique.com/thumb_4347215_uploaded_image1_1692800912.jpg"
"1772355939-591","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Lapin","Prix sur demande","location_onNiaga, Sénégal","https://images.coinafrique.com/thumb_4337665_uploaded_image1_1692197761.jpg"
"1772355939-592","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Lapin","Prix sur demande","location_onNiaga, Sénégal","https://images.coinafrique.com/thumb_4337664_uploaded_image2_1692903389.jpeg"
"1772355939-593","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Lapins","Prix sur demande","location_onNiaga, Sénégal","https://images.coinafrique.com/thumb_4336471_uploaded_image1_1692120444.jpg"
"1772355939-594","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Lapereaux","10 000CFA","location_onNiaga, Sénégal","https://images.coinafrique.com/thumb_4333705_uploaded_image1_1691943760.jpg"
"1772355939-595","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Lapereaux","Prix sur demande","location_onNiaga, Sénégal","https://images.coinafrique.com/thumb_4324644_uploaded_image1_1691345949.jpg"
