web_scraper_order,web_scraper_start_url,details,prix,adresse,image_lien-src
"1772355930-402","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Couple lapin nain","60 000CFA","location_onDakar, Sénégal","https://images.coinafrique.com/thumb_3779800_uploaded_image1_1657474190.jpg"
"1772355930-403","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Lapins","15 000CFA","location_onDiamniadio, Sénégal","https://images.coinafrique.com/thumb_3778360_uploaded_image1_1657315361.jpg"
"1772355930-404","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Lapin","20 000CFA","location_onKeur Massar, Sénégal","https://images.coinafrique.com/thumb_3762877_uploaded_image1_1656485681.jpg"
"1772355930-405","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Lapins nain","30 000CFA","location_onParcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3756850_uploaded_image1_1656080564.jpg"
"1772355930-406","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Poussins chair","28 000CFA","location_onYoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_3756839_uploaded_image1_1656080074.jpg"
"1772355930-407","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Pigeons voyageurs","Prix sur demande","location_onRufisque, Sénégal","https://images.coinafrique.com/thumb_3726420_uploaded_image1_1654342685.jpg"
"1772355930-408","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Coq Brahmane","45 000CFA","location_onLouga, Sénégal","https://images.coinafrique.com/thumb_3725108_uploaded_image1_1654262429.jpg"
"1772355930-409","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Poulet de chair","2 500CFA","location_onNiaga, Sénégal","https://images.coinafrique.com/thumb_3719067_uploaded_image1_1654006894.jpg"
"1772355930-410","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Poussins","Prix sur demande","location_onDiamniadio, Sénégal","https://images.coinafrique.com/thumb_3717493_uploaded_image1_1653911809.jpg"
"1772355930-411","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Poussins","27 500CFA","location_onRufisque, Sénégal","https://images.coinafrique.com/thumb_3713086_uploaded_image1_1653586071.jpg"
"1772355930-412","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Poussins 1 jour","25 000CFA","location_onKeur Massar, Sénégal","https://images.coinafrique.com/thumb_3712620_uploaded_image1_1653566057.jpg"
"1772355930-413","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Poule","Prix sur demande","location_onParcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3707531_uploaded_image1_1653273003.jpg"
"1772355930-414","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Coq Brahma","50 000CFA","location_onRufisque, Sénégal","https://images.coinafrique.com/thumb_3701284_uploaded_image1_1652878050.jpg"
"1772355930-415","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Poule Brahmâ","20 000CFA","location_onRufisque, Sénégal","https://images.coinafrique.com/thumb_3701283_uploaded_image1_1652877907.jpg"
"1772355930-416","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Pigeons","Prix sur demande","location_onNiaga, Sénégal","https://images.coinafrique.com/thumb_3694574_uploaded_image1_1652451578.jpg"
"1772355930-417","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Pigeons","Prix sur demande","location_onCambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_3689928_uploaded_image1_1652202348.jpg"
"1772355930-418","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Lapin couple","65 000CFA","location_onDakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_3680760_uploaded_image1_1651680730.jpg"
"1772355930-419","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Poule couple brahman","50 000CFA","location_onSaint Louis, Sénégal","https://images.coinafrique.com/thumb_3680687_uploaded_image1_1651677884.jpg"
"1772355930-420","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Poussin","Prix sur demande","location_onParcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3679061_uploaded_image1_1651594437.jpg"
"1772355930-421","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Couple poules Bantam","80 000CFA","location_onGuediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_3678837_uploaded_image1_1651584122.jpg"
"1772355930-422","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Pigeons","50 000CFA","location_onCambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_3675341_uploaded_image1_1651328468.jpg"
"1772355930-423","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Coq Brahma Perdrix","35 000CFA","location_onMboro, Sénégal","https://images.coinafrique.com/thumb_3671744_uploaded_image1_1651068700.jpg"
"1772355930-424","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Cochin femelle frisé","40 000CFA","location_onMboro, Sénégal","https://images.coinafrique.com/thumb_3671735_uploaded_image1_1651068448.jpg"
"1772355930-425","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Pigeon dragon","20 000CFA","location_onMariste, Dakar, Sénégal","https://images.coinafrique.com/thumb_3671452_uploaded_image1_1651059347.jpg"
"1772355930-426","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Pigeons","Prix sur demande","location_onRufisque, Sénégal","https://images.coinafrique.com/thumb_3669432_uploaded_image1_1650934782.jpg"
"1772355930-427","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Lapereaux","30 000CFA","location_onMbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_3665205_uploaded_image1_1650639265.jpg"
"1772355930-428","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Eclosion - 16000 poussins","Prix sur demande","location_onDakar, Sénégal","https://images.coinafrique.com/thumb_3664153_uploaded_image1_1650570771.jpg"
"1772355930-429","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Poule","Prix sur demande","location_onParcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3663076_uploaded_image1_1650514068.jpg"
"1772355930-430","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Pigeons","Prix sur demande","location_onMbour, Sénégal","https://images.coinafrique.com/thumb_3659941_uploaded_image1_1650357667.jpg"
"1772355930-431","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Pigeon","Prix sur demande","location_onMbour, Sénégal","https://images.coinafrique.com/thumb_3659931_uploaded_image1_1650357026.jpg"
"1772355930-432","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Pigeon voyageur","Prix sur demande","location_onMbour, Sénégal","https://images.coinafrique.com/thumb_3659922_uploaded_image1_1650356719.jpg"
"1772355930-433","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Poussins","Prix sur demande","location_onParcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3658331_uploaded_image1_1650244788.jpg"
"1772355930-434","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Lapins","15 000CFA","location_onHann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_3624677_uploaded_image1_1648325393.jpg"
"1772355930-435","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Oiseaux","80 000CFA","location_onYoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_3620766_uploaded_image1_1648057839.jpg"
"1772355930-436","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Pigeons","Prix sur demande","location_onBambey, Sénégal","https://images.coinafrique.com/thumb_3610036_uploaded_image1_1647364331.jpg"
"1772355930-437","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Pigeon femelle texan","25 000CFA","location_onDakar, Sénégal","https://images.coinafrique.com/thumb_3606040_uploaded_image1_1647113482.jpg"
"1772355930-438","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Trio poussins Brahma","20 000CFA","location_onRufisque, Sénégal","https://images.coinafrique.com/thumb_3599688_uploaded_image1_1646764114.jpg"
"1772355930-439","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Couple poussins brahma","20 000CFA","location_onMbour, Sénégal","https://images.coinafrique.com/thumb_3595177_uploaded_image1_1646493730.jpg"
"1772355930-440","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Lapins nains","30 000CFA","location_onParcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3594110_uploaded_image1_1646425965.jpg"
"1772355930-441","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Coq Cochin","80 000CFA","location_onDakar, Sénégal","https://images.coinafrique.com/thumb_3589893_uploaded_image1_1646229663.jpg"
"1772355930-442","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Poule Cochin","90 000CFA","location_onDakar, Sénégal","https://images.coinafrique.com/thumb_3589888_uploaded_image1_1646229530.jpg"
"1772355930-443","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Couple Cochin","90 000CFA","location_onDakar, Sénégal","https://images.coinafrique.com/thumb_3577024_uploaded_image1_1645466016.jpg"
"1772355930-444","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Poulets","Prix sur demande","location_onDakar, Sénégal","https://images.coinafrique.com/thumb_3575471_uploaded_image1_1645369161.jpg"
"1772355930-445","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Poule  Brahma","25 000CFA","location_onParcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3569532_uploaded_image1_1644995089.jpg"
"1772355930-446","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Couple de poule Brahman","50 000CFA","location_onSaint Louis, Sénégal","https://images.coinafrique.com/thumb_3556200_uploaded_image1_1644096446.jpg"
"1772355930-447","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Oeuf poulet Brahma","2 500CFA","location_onRufisque, Sénégal","https://images.coinafrique.com/thumb_3556035_uploaded_image1_1644085287.jpg"
"1772355930-448","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Coq","30 000CFA","location_onDakar, Sénégal","https://images.coinafrique.com/thumb_3548688_uploaded_image1_1643733991.jpg"
"1772355930-449","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Poule pondeuse","45 000CFA","location_onRufisque, Sénégal","https://images.coinafrique.com/thumb_3546233_uploaded_image1_1643636475.jpg"
"1772355930-450","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Poussin brahman","10 000CFA","location_onRufisque, Sénégal","https://images.coinafrique.com/thumb_3546230_uploaded_image1_1643636330.jpg"
"1772355930-451","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Coq Brahman","50 000CFA","location_onRufisque, Sénégal","https://images.coinafrique.com/thumb_3546219_uploaded_image1_1643635974.jpg"
"1772355930-452","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Pigeons","45 000CFA","location_onDieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_3544759_uploaded_image1_1643532462.jpg"
"1772355930-453","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Lot de 3 pigeons","25 000CFA","location_onSipres, Dakar, Sénégal","https://images.coinafrique.com/thumb_3544488_uploaded_image1_1643489629.jpg"
"1772355930-454","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Femelle opal rosa","35 000CFA","location_onThies, Sénégal","https://images.coinafrique.com/thumb_3544071_uploaded_image1_1643465628.jpg"
"1772355930-455","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Poussins Brahma","Prix sur demande","location_onParcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3543634_uploaded_image1_1643440137.jpg"
"1772355930-456","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Lapins nains","35 000CFA","location_onThies, Sénégal","https://images.coinafrique.com/thumb_3537679_uploaded_image1_1643058435.jpg"
"1772355930-457","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Couple Lapins","35 000CFA","location_onHann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_3536316_uploaded_image1_1642949781.jpg"
"1772355930-458","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Coq Cochin coucou","Prix sur demande","location_onKeur Massar, Sénégal","https://images.coinafrique.com/thumb_3530700_uploaded_image1_1642595156.jpg"
"1772355930-459","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Coq Cochin blanc","Prix sur demande","location_onKeur Massar, Sénégal","https://images.coinafrique.com/thumb_3530692_uploaded_image1_1642595027.jpg"
"1772355930-460","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Poulet","25 003 000CFA","location_onGrand Dakar, Dakar, Sénégal","https://images.coinafrique.com/thumb_3529776_uploaded_image1_1642526350.jpg"
"1772355930-461","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Poule","Prix sur demande","location_onDakar, Sénégal","https://images.coinafrique.com/thumb_3527552_uploaded_image1_1642403544.jpg"
"1772355930-462","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Femelle manteau Opale","60 000CFA","location_onThies, Sénégal","https://images.coinafrique.com/thumb_3526942_uploaded_image1_1642346260.jpg"
"1772355930-463","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Lapins Angoura","15 000CFA","location_onHLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_3521996_uploaded_image1_1642019964.jpg"
"1772355930-464","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Pigeons","Prix sur demande","location_onGuediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_3521128_uploaded_image1_1641989046.jpg"
"1772355930-465","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Lapins","40 000CFA","location_onHann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_3520760_uploaded_image1_1641976763.jpg"
"1772355930-466","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Poule Bleue Hollandaise","15 000CFA","location_onMbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_3513806_uploaded_image1_1641562270.jpg"
"1772355930-467","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Pigeon Crimpan","75 000CFA","location_onDiamalaye 1, Dakar, Sénégal","https://images.coinafrique.com/thumb_3505148_uploaded_image1_1641130075.jpg"
"1772355930-468","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Couple de poule Brahma","Prix sur demande","location_onParcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3502325_uploaded_image1_1640848021.jpg"
"1772355930-469","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Jeune mâle Brahma","Prix sur demande","location_onParcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3494983_uploaded_image1_1640242888.jpg"
"1772355930-470","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Poule cou nue","16 000CFA","location_onGuediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_3473109_uploaded_image1_1638884949.jpg"
"1772355930-471","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Couple pigeons cravate","25 000CFA","location_onDakar, Sénégal","https://images.coinafrique.com/thumb_3468974_uploaded_image1_1638651001.jpg"
"1772355930-472","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Poules","3 000CFA","location_onDakar, Sénégal","https://images.coinafrique.com/thumb_3464218_uploaded_image1_1638449183.jpg"
"1772355930-473","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Poules","Prix sur demande","location_onDakar, Sénégal","https://images.coinafrique.com/thumb_3464191_uploaded_image1_1638448708.jpg"
"1772355935-474","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Poule hollandais","8 000CFA","location_onTouba, Sénégal","https://images.coinafrique.com/thumb_4170233_uploaded_image2_1681079258.jpeg"
"1772355935-475","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Pigeons","150 000CFA","location_onThies, Sénégal","https://images.coinafrique.com/thumb_4167601_uploaded_image1_1680885984.jpg"
"1772355935-476","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Pigeons voyageurs","15 000CFA","location_onThies, Sénégal","https://images.coinafrique.com/thumb_4167567_uploaded_image1_1680885294.jpg"
"1772355935-477","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Pigeons voyageurs  manteau","15 000CFA","location_onThies, Sénégal","https://images.coinafrique.com/thumb_4167562_uploaded_image1_1680885216.jpg"
"1772355935-478","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Pigeons frisés milanais","200 000CFA","location_onCambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_4165971_uploaded_image1_1680795516.jpg"
"1772355935-479","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Couple pigeon","10 000CFA","location_onMariste, Dakar, Sénégal","https://images.coinafrique.com/thumb_4159080_uploaded_image1_1680434202.jpg"
"1772355935-480","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Pigeons","Prix sur demande","location_onThies, Sénégal","https://images.coinafrique.com/thumb_4158780_uploaded_image1_1680397009.jpg"
"1772355935-481","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Pigeons paons indiens","35 000CFA","location_onMariste, Dakar, Sénégal","https://images.coinafrique.com/thumb_4155195_uploaded_image1_1680182497.jpg"
"1772355935-482","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Poussins Inde","4 000CFA","location_onThies, Sénégal","https://images.coinafrique.com/thumb_4148722_uploaded_image1_1679757295.jpg"
"1772355935-483","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Lapereaux","10 000CFA","location_onNiaga, Sénégal","https://images.coinafrique.com/thumb_4145983_uploaded_image1_1679578952.jpg"
"1772355935-484","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Lapereau géant fauve","25 000CFA","location_onNiaga, Sénégal","https://images.coinafrique.com/thumb_4134335_uploaded_image1_1678820167.jpg"
"1772355935-485","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Pigeons texans","15 000CFA","location_onCambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_4134077_uploaded_image1_1678808506.jpg"
"1772355935-486","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Pigeon  Paon Indien","55 000CFA","location_onMariste, Dakar, Sénégal","https://images.coinafrique.com/thumb_4133025_uploaded_image1_1678744597.jpg"
"1772355935-487","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Pigeons Diamant Mandarin","30 000CFA","location_onPoint E, Dakar, Sénégal","https://images.coinafrique.com/thumb_4130101_uploaded_image1_1678546170.jpg"
"1772355935-488","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Lapin","15 000CFA","location_onNiaga, Sénégal","https://images.coinafrique.com/thumb_4125350_uploaded_image1_1678282298.jpg"
"1772355935-489","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Lapereaux","10 000CFA","location_onNiaga, Sénégal","https://images.coinafrique.com/thumb_4123300_uploaded_image1_1678175207.jpg"
"1772355935-490","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Coq Brahman","70 000CFA","location_onMbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_4119858_uploaded_image1_1677937311.jpg"
"1772355935-491","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Pigeon  Mondains","100 000CFA","location_onCambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_4111710_uploaded_image1_1677517472.jpg"
"1772355935-492","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Pigeons  voyageurs à manteau","50 000CFA","location_onCambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_4111707_uploaded_image1_1677517375.jpg"
"1772355935-493","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Coq  Brahman","43 000CFA","location_onMbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_4107161_uploaded_image1_1677172109.jpg"
"1772355935-494","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Poulet","5 000CFA","location_onDakar, Sénégal","https://images.coinafrique.com/thumb_4099353_uploaded_image1_1676660089.jpg"
"1772355935-495","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Poulet","5 000CFA","location_onDakar, Sénégal","https://images.coinafrique.com/thumb_4099352_uploaded_image1_1676659955.jpg"
"1772355935-496","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Poussins cou nu","2 500CFA","location_onMbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_4098076_uploaded_image1_1676582659.jpg"
"1772355935-497","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Lapin papillon","30 000CFA","location_onDakar, Sénégal","https://images.coinafrique.com/thumb_4097932_uploaded_image1_1676574876.jpg"
"1772355935-498","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Lapin femelle Angora","20 000CFA","location_onNiaga, Sénégal","https://images.coinafrique.com/thumb_4088341_uploaded_image1_1675964415.jpg"
"1772355935-499","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Lapin","15 000CFA","location_onRufisque, Sénégal","https://images.coinafrique.com/thumb_4069804_uploaded_image1_1675001928.jpg"
"1772355935-500","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Lapin Angora","25 000CFA","location_onNiaga, Sénégal","https://images.coinafrique.com/thumb_4062470_uploaded_image1_1674512420.jpg"
"1772355935-501","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Lapin nain tête de lion","25 000CFA","location_onMermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_4060697_uploaded_image1_1674397870.jpg"
"1772355935-502","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Poules pondeuses","Prix sur demande","location_onThies, Sénégal","https://images.coinafrique.com/thumb_4055238_uploaded_image2_1674047643.jpeg"
"1772355935-503","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Lapereau Angora","10 000CFA","location_onNiaga, Sénégal","https://images.coinafrique.com/thumb_4054751_uploaded_image1_1674032700.jpg"
"1772355935-504","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Lapereaux","20 000CFA","location_onMariste, Dakar, Sénégal","https://images.coinafrique.com/thumb_4052032_uploaded_image1_1673874541.jpg"
"1772355935-505","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Coq Chochin","95 000CFA","location_onParcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_4050293_uploaded_image1_1673730559.jpg"
"1772355935-506","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Couple   Braman Cochin","95 000CFA","location_onParcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_4050206_uploaded_image1_1673726092.jpg"
"1772355935-507","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Poulet Braman cochin","950 000CFA","location_onParcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_4050193_uploaded_image1_1673725687.jpg"
"1772355935-508","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Poulets de chairs","4 000CFA","location_onZiguinchor, Sénégal","https://images.coinafrique.com/thumb_4044027_uploaded_image1_1673388793.jpg"
"1772355935-509","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Poussins de chair","35 000CFA","location_onDakar, Sénégal","https://images.coinafrique.com/thumb_4041126_uploaded_image1_1673258391.jpg"
"1772355935-510","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Couple angoura","30 000CFA","location_onCambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_4036533_uploaded_image1_1672950565.jpg"
"1772355935-511","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Couple pigeons voyageurs","12 000CFA","location_onCambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_4034954_uploaded_image1_1672875776.jpg"
"1772355935-512","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Couple voyageur blanc","15 000CFA","location_onCambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_4034942_uploaded_image1_1672874900.jpg"
"1772355935-513","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Perruches anglaise - couple","50 000CFA","location_onDieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4033120_uploaded_image1_1672788351.jpg"
"1772355935-514","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Perruche ondulée","20 000CFA","location_onDakar, Sénégal","https://images.coinafrique.com/thumb_4033032_uploaded_image1_1672783609.jpg"
"1772355935-515","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Coq Cochin","50 000CFA","location_onDakar, Sénégal","https://images.coinafrique.com/thumb_4030997_uploaded_image1_1672682387.jpg"
"1772355935-516","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Coq cochin","50 000CFA","location_onDakar, Sénégal","https://images.coinafrique.com/thumb_4030993_uploaded_image1_1672682272.jpg"
"1772355935-517","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Poulet de chair","3 500CFA","location_onRufisque, Sénégal","https://images.coinafrique.com/thumb_4028864_uploaded_image2_1672481470.jpeg"
"1772355935-518","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Poulets de chair","3 000CFA","location_onDakar, Sénégal","https://images.coinafrique.com/thumb_4021629_uploaded_image1_1671880183.jpg"
"1772355935-519","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Couple texan","40 000CFA","location_onThies, Sénégal","https://images.coinafrique.com/thumb_4021335_uploaded_image1_1671837753.jpg"
"1772355935-520","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Couple mondain","90 000CFA","location_onThies, Sénégal","https://images.coinafrique.com/thumb_4021333_uploaded_image1_1671837659.jpg"
"1772355935-521","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Couple pigeons","14 000CFA","location_onMariste, Dakar, Sénégal","https://images.coinafrique.com/thumb_4019501_uploaded_image1_1671719532.jpg"
"1772355935-522","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Pigeon","50 000CFA","location_onKaolack, Sénégal","https://images.coinafrique.com/thumb_4013190_uploaded_image1_1671298740.jpg"
"1772355935-523","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Lapins","30 000CFA","location_onTouba, Sénégal","https://images.coinafrique.com/thumb_4012180_uploaded_image1_1671225603.jpg"
"1772355935-524","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Poules","35 000CFA","location_onTouba, Sénégal","https://images.coinafrique.com/thumb_4012177_uploaded_image3_1671225532.jpeg"
